shipment_id,origin,destination,route_type,material,quantity_tonnes,distance_km,freight_cost_inr,shipment_date,transporter
SHP02228,Ahmedabad,Mumbai,Medium,Textiles,19.4,527.3,25025,2024-05-16,Shivam Freight Co
SHP02229,Kolkata,Bhubaneswar,Medium,Steel Coils,17.7,439.1,19438,2024-05-16,SafeExpress
SHP02230,Kolkata,Bhubaneswar,Medium,Electronics,23.1,439.0,25349,2024-05-16,Om Sai Transport
SHP02231,Kolkata,Bhubaneswar,Medium,Steel Coils,14.4,438.6,16132,2024-05-16,TCI Freight
SHP02232,Bangalore,Hyderabad,Medium,Steel Coils,16.7,571.5,22693,2024-05-16,SafeExpress
SHP02233,Mumbai,Delhi,Long,Steel Coils,22.6,1422.4,66636,2024-05-16,Om Sai Transport
SHP02234,Delhi,Kolkata,Long,FMCG,10.5,1506.1,31748,2024-05-16,TCI Freight
SHP02235,Mumbai,Pune,Short,Electronics,16.3,146.6,7258,2024-05-17,TCI Freight
SHP02236,Mumbai,Pune,Short,Chemicals,21.6,147.0,9757,2024-05-17,Western Carriers
SHP02237,Delhi,Jaipur,Short,FMCG,10.9,282.6,8997,2024-05-17,Western Carriers
SHP02238,Delhi,Jaipur,Short,Chemicals,15.5,282.2,12740,2024-05-17,Western Carriers
SHP02239,Chennai,Bangalore,Short,FMCG,11.6,352.3,11423,2024-05-17,TCI Freight
SHP02240,Chennai,Bangalore,Short,Automobile Parts,11.7,352.0,11280,2024-05-17,Western Carriers
SHP02241,Ahmedabad,Mumbai,Medium,Electronics,13.2,532.4,16901,2024-05-17,Western Carriers
SHP02242,Kolkata,Bhubaneswar,Medium,Textiles,13.7,439.9,14703,2024-05-17,Western Carriers
SHP02243,Kolkata,Bhubaneswar,Medium,Chemicals,21.8,439.6,23691,2024-05-17,VRL Logistics
SHP02244,Kolkata,Bhubaneswar,Medium,Textiles,21.4,440.8,22936,2024-05-17,Shivam Freight Co
SHP02245,Bangalore,Hyderabad,Medium,Electronics,20.7,570.5,27864,2024-05-17,Om Sai Transport
SHP02246,Bangalore,Hyderabad,Medium,Electronics,14.6,570.5,19894,2024-05-17,VRL Logistics
SHP02247,Mumbai,Delhi,Long,Textiles,19.1,1417.0,55305,2024-05-17,Western Carriers
SHP02248,Mumbai,Delhi,Long,Steel Coils,22.8,1417.8,65515,2024-05-17,TCI Freight
SHP02249,Mumbai,Delhi,Long,FMCG,15.5,1416.1,44386,2024-05-17,TCI Freight
SHP02250,Delhi,Kolkata,Long,Chemicals,24.6,1513.2,74489,2024-05-17,TCI Freight
SHP02251,Delhi,Kolkata,Long,Automobile Parts,15.6,1508.5,47402,2024-05-17,Western Carriers
SHP02252,Delhi,Kolkata,Long,Automobile Parts,17.9,1507.4,53238,2024-05-17,Shivam Freight Co
SHP02253,Mumbai,Pune,Short,Textiles,14.6,148.7,6503,2024-05-18,TCI Freight
SHP02254,Delhi,Jaipur,Short,Electronics,15.3,281.2,12817,2024-05-18,Shivam Freight Co
SHP02255,Chennai,Bangalore,Short,Packaged Foods,21.1,353.2,20688,2024-05-18,SafeExpress
SHP02256,Chennai,Bangalore,Short,Textiles,24.3,351.0,23780,2024-05-18,TCI Freight
SHP02257,Chennai,Bangalore,Short,Packaged Foods,22.7,353.7,22405,2024-05-18,Shivam Freight Co
SHP02258,Ahmedabad,Mumbai,Medium,Electronics,13.8,528.0,17942,2024-05-18,Western Carriers
SHP02259,Ahmedabad,Mumbai,Medium,Steel Coils,13.4,532.9,17572,2024-05-18,Shivam Freight Co
SHP02260,Ahmedabad,Mumbai,Medium,Electronics,14.0,533.8,18148,2024-05-18,Om Sai Transport
SHP02261,Kolkata,Bhubaneswar,Medium,Steel Coils,12.0,443.2,13341,2024-05-18,Om Sai Transport
SHP02262,Bangalore,Hyderabad,Medium,Packaged Foods,11.5,569.8,15744,2024-05-18,VRL Logistics
SHP02263,Bangalore,Hyderabad,Medium,Automobile Parts,11.1,572.3,15080,2024-05-18,Shivam Freight Co
SHP02264,Bangalore,Hyderabad,Medium,Chemicals,11.5,569.8,15607,2024-05-18,SafeExpress
SHP02265,Mumbai,Delhi,Long,Automobile Parts,22.9,1420.7,65390,2024-05-18,Western Carriers
SHP02266,Delhi,Kolkata,Long,FMCG,16.8,1510.9,49395,2024-05-18,SafeExpress
SHP02267,Delhi,Kolkata,Long,Chemicals,17.4,1510.8,51430,2024-05-18,SafeExpress
SHP02268,Delhi,Kolkata,Long,FMCG,24.3,1510.1,72059,2024-05-18,TCI Freight
SHP02269,Mumbai,Pune,Short,Packaged Foods,17.5,151.4,7898,2024-05-19,Om Sai Transport
SHP02270,Mumbai,Pune,Short,Automobile Parts,14.8,149.9,6683,2024-05-19,SafeExpress
SHP02271,Delhi,Jaipur,Short,FMCG,20.1,282.1,16301,2024-05-19,SafeExpress
SHP02272,Chennai,Bangalore,Short,FMCG,12.7,350.3,12259,2024-05-19,Om Sai Transport
SHP02273,Chennai,Bangalore,Short,Chemicals,17.5,347.7,16538,2024-05-19,SafeExpress
SHP02274,Chennai,Bangalore,Short,Chemicals,14.5,346.8,13787,2024-05-19,Western Carriers
SHP02275,Ahmedabad,Mumbai,Medium,Steel Coils,15.9,527.5,20065,2024-05-19,TCI Freight
SHP02276,Kolkata,Bhubaneswar,Medium,FMCG,24.7,443.7,27704,2024-05-19,SafeExpress
SHP02277,Kolkata,Bhubaneswar,Medium,Automobile Parts,14.0,442.2,15780,2024-05-19,VRL Logistics
SHP02278,Bangalore,Hyderabad,Medium,Automobile Parts,15.3,568.7,20928,2024-05-19,VRL Logistics
SHP02279,Bangalore,Hyderabad,Medium,FMCG,15.9,569.4,21562,2024-05-19,SafeExpress
SHP02280,Mumbai,Delhi,Long,FMCG,22.1,1418.8,64035,2024-05-19,VRL Logistics
SHP02281,Mumbai,Delhi,Long,Electronics,20.6,1416.2,58229,2024-05-19,VRL Logistics
SHP02282,Delhi,Kolkata,Long,Chemicals,16.4,1506.2,48825,2024-05-19,TCI Freight
SHP02283,Delhi,Kolkata,Long,Automobile Parts,22.0,1511.9,66210,2024-05-19,VRL Logistics
SHP02284,Mumbai,Pune,Short,Chemicals,20.8,147.3,9167,2024-05-20,SafeExpress
SHP02285,Delhi,Jaipur,Short,Electronics,15.9,282.2,13662,2024-05-20,SafeExpress
SHP02286,Chennai,Bangalore,Short,Textiles,10.9,350.7,10268,2024-05-20,VRL Logistics
SHP02287,Chennai,Bangalore,Short,Automobile Parts,16.6,350.3,15729,2024-05-20,Om Sai Transport
SHP02288,Chennai,Bangalore,Short,Electronics,11.1,353.0,10820,2024-05-20,SafeExpress
SHP02289,Ahmedabad,Mumbai,Medium,Automobile Parts,18.6,530.7,24543,2024-05-20,Om Sai Transport
SHP02290,Kolkata,Bhubaneswar,Medium,Textiles,13.9,442.1,15271,2024-05-20,Western Carriers
SHP02291,Kolkata,Bhubaneswar,Medium,FMCG,21.6,436.2,23089,2024-05-20,Western Carriers
SHP02292,Kolkata,Bhubaneswar,Medium,FMCG,14.7,441.7,16292,2024-05-20,SafeExpress
SHP02293,Bangalore,Hyderabad,Medium,Textiles,17.0,567.5,23356,2024-05-20,Om Sai Transport
SHP02294,Mumbai,Delhi,Long,Steel Coils,19.1,1418.1,56646,2024-05-20,Shivam Freight Co
SHP02295,Mumbai,Delhi,Long,FMCG,16.4,1421.1,48559,2024-05-20,Shivam Freight Co
SHP02296,Mumbai,Delhi,Long,Textiles,10.9,1422.7,32486,2024-05-20,Shivam Freight Co
SHP02297,Delhi,Kolkata,Long,Chemicals,23.1,1513.7,69753,2024-05-20,SafeExpress
SHP02298,Mumbai,Pune,Short,Chemicals,21.0,151.1,9455,2024-05-21,Shivam Freight Co
SHP02299,Mumbai,Pune,Short,Packaged Foods,22.0,150.3,9936,2024-05-21,TCI Freight
SHP02300,Delhi,Jaipur,Short,Electronics,12.9,281.2,10743,2024-05-21,SafeExpress
SHP02301,Delhi,Jaipur,Short,Electronics,17.0,282.5,14575,2024-05-21,Om Sai Transport
SHP02302,Delhi,Jaipur,Short,Textiles,11.1,281.2,9405,2024-05-21,SafeExpress
SHP02303,Chennai,Bangalore,Short,Automobile Parts,24.2,351.9,23719,2024-05-21,TCI Freight
SHP02304,Chennai,Bangalore,Short,Packaged Foods,19.4,348.4,18546,2024-05-21,Om Sai Transport
SHP02305,Chennai,Bangalore,Short,Chemicals,12.3,348.6,11930,2024-05-21,Western Carriers
SHP02306,Ahmedabad,Mumbai,Medium,Chemicals,20.0,529.7,26446,2024-05-21,VRL Logistics
SHP02307,Ahmedabad,Mumbai,Medium,Steel Coils,20.7,533.1,27389,2024-05-21,Om Sai Transport
SHP02308,Ahmedabad,Mumbai,Medium,Chemicals,12.7,527.6,16356,2024-05-21,Shivam Freight Co
SHP02309,Kolkata,Bhubaneswar,Medium,Steel Coils,11.0,438.8,12338,2024-05-21,Western Carriers
SHP02310,Kolkata,Bhubaneswar,Medium,Textiles,14.5,437.7,16008,2024-05-21,Om Sai Transport
SHP02311,Kolkata,Bhubaneswar,Medium,Steel Coils,13.3,443.5,14847,2024-05-21,SafeExpress
SHP02312,Bangalore,Hyderabad,Medium,Steel Coils,23.0,566.2,31110,2024-05-21,SafeExpress
SHP02313,Bangalore,Hyderabad,Medium,FMCG,16.6,566.4,22024,2024-05-21,SafeExpress
SHP02314,Mumbai,Delhi,Long,Electronics,12.6,1416.7,37181,2024-05-21,TCI Freight
SHP02315,Delhi,Kolkata,Long,Electronics,17.3,1507.0,51515,2024-05-21,VRL Logistics
SHP02316,Mumbai,Pune,Short,Textiles,22.0,153.9,10080,2024-05-22,TCI Freight
SHP02317,Delhi,Jaipur,Short,FMCG,15.7,276.1,12559,2024-05-22,Shivam Freight Co
SHP02318,Delhi,Jaipur,Short,Automobile Parts,24.2,278.8,19792,2024-05-22,Western Carriers
SHP02319,Chennai,Bangalore,Short,Automobile Parts,19.7,346.7,18571,2024-05-22,Shivam Freight Co
SHP02320,Chennai,Bangalore,Short,Textiles,14.1,353.6,13662,2024-05-22,Shivam Freight Co
SHP02321,Chennai,Bangalore,Short,Steel Coils,13.7,347.1,12998,2024-05-22,TCI Freight
SHP02322,Ahmedabad,Mumbai,Medium,Steel Coils,10.6,529.8,13609,2024-05-22,Western Carriers
SHP02323,Ahmedabad,Mumbai,Medium,Steel Coils,15.6,531.3,19976,2024-05-22,SafeExpress
SHP02324,Ahmedabad,Mumbai,Medium,Electronics,24.0,527.4,31011,2024-05-22,Western Carriers
SHP02325,Kolkata,Bhubaneswar,Medium,Automobile Parts,10.4,442.3,11253,2024-05-22,Western Carriers
SHP02326,Bangalore,Hyderabad,Medium,Packaged Foods,10.4,571.0,13978,2024-05-22,SafeExpress
SHP02327,Bangalore,Hyderabad,Medium,Packaged Foods,23.1,566.3,31624,2024-05-22,TCI Freight
SHP02328,Mumbai,Delhi,Long,Textiles,12.5,1421.8,35819,2024-05-22,Om Sai Transport
SHP02329,Mumbai,Delhi,Long,Automobile Parts,24.8,1416.7,70837,2024-05-22,SafeExpress
SHP02330,Mumbai,Delhi,Long,Steel Coils,22.8,1423.9,66299,2024-05-22,TCI Freight
SHP02331,Delhi,Kolkata,Long,Steel Coils,17.0,1508.5,52551,2024-05-22,VRL Logistics
SHP02332,Mumbai,Pune,Short,Automobile Parts,20.0,153.7,9167,2024-05-23,Western Carriers
SHP02333,Mumbai,Pune,Short,Chemicals,18.6,152.6,8472,2024-05-23,Om Sai Transport
SHP02334,Delhi,Jaipur,Short,Automobile Parts,11.2,277.8,9178,2024-05-23,VRL Logistics
SHP02335,Chennai,Bangalore,Short,Textiles,13.8,348.0,13504,2024-05-23,VRL Logistics
SHP02336,Ahmedabad,Mumbai,Medium,Textiles,17.8,531.3,23419,2024-05-23,Om Sai Transport
SHP02337,Ahmedabad,Mumbai,Medium,Electronics,15.6,528.6,20156,2024-05-23,Shivam Freight Co
SHP02338,Kolkata,Bhubaneswar,Medium,Packaged Foods,21.9,441.1,24741,2024-05-23,Om Sai Transport
SHP02339,Kolkata,Bhubaneswar,Medium,Automobile Parts,22.5,441.1,24861,2024-05-23,VRL Logistics
SHP02340,Bangalore,Hyderabad,Medium,FMCG,15.2,569.9,20463,2024-05-23,TCI Freight
SHP02341,Bangalore,Hyderabad,Medium,Textiles,24.9,569.2,33304,2024-05-23,TCI Freight
SHP02342,Mumbai,Delhi,Long,Textiles,21.5,1418.2,63150,2024-05-23,Om Sai Transport
SHP02343,Mumbai,Delhi,Long,Chemicals,22.1,1418.0,64064,2024-05-23,SafeExpress
SHP02344,Mumbai,Delhi,Long,Chemicals,20.0,1421.3,57858,2024-05-23,VRL Logistics
SHP02345,Delhi,Kolkata,Long,Packaged Foods,10.4,1509.4,30887,2024-05-23,Om Sai Transport
SHP02346,Delhi,Kolkata,Long,Electronics,22.5,1513.8,66168,2024-05-23,VRL Logistics
SHP02347,Mumbai,Pune,Short,Packaged Foods,16.5,148.5,7346,2024-05-24,TCI Freight
SHP02348,Mumbai,Pune,Short,Chemicals,22.3,147.5,9833,2024-05-24,Om Sai Transport
SHP02349,Delhi,Jaipur,Short,Textiles,10.3,277.8,8378,2024-05-24,TCI Freight
SHP02350,Delhi,Jaipur,Short,Chemicals,12.3,280.8,10151,2024-05-24,Shivam Freight Co
SHP02351,Delhi,Jaipur,Short,Chemicals,15.4,282.4,12543,2024-05-24,Om Sai Transport
SHP02352,Chennai,Bangalore,Short,Steel Coils,19.5,351.4,18951,2024-05-24,Western Carriers
SHP02353,Ahmedabad,Mumbai,Medium,Automobile Parts,13.0,529.4,16402,2024-05-24,VRL Logistics
SHP02354,Ahmedabad,Mumbai,Medium,Automobile Parts,17.8,529.1,22699,2024-05-24,SafeExpress
SHP02355,Ahmedabad,Mumbai,Medium,Packaged Foods,20.8,528.6,26403,2024-05-24,VRL Logistics
SHP02356,Kolkata,Bhubaneswar,Medium,Packaged Foods,23.8,438.5,26397,2024-05-24,Shivam Freight Co
SHP02357,Kolkata,Bhubaneswar,Medium,Steel Coils,12.1,442.0,13474,2024-05-24,Om Sai Transport
SHP02358,Kolkata,Bhubaneswar,Medium,Chemicals,12.4,439.1,13692,2024-05-24,Om Sai Transport
SHP02359,Bangalore,Hyderabad,Medium,Automobile Parts,24.5,566.6,32760,2024-05-24,Shivam Freight Co
SHP02360,Bangalore,Hyderabad,Medium,Steel Coils,18.8,571.8,25672,2024-05-24,SafeExpress
SHP02361,Mumbai,Delhi,Long,Textiles,10.2,1422.1,28974,2024-05-24,TCI Freight
SHP02362,Mumbai,Delhi,Long,Electronics,19.4,1416.8,55492,2024-05-24,SafeExpress
SHP02363,Delhi,Kolkata,Long,FMCG,19.2,1510.3,56931,2024-05-24,Western Carriers
SHP02364,Mumbai,Pune,Short,Textiles,10.6,153.6,4903,2024-05-25,Shivam Freight Co
SHP02365,Mumbai,Pune,Short,Electronics,16.4,151.0,7309,2024-05-25,Western Carriers
SHP02366,Delhi,Jaipur,Short,Electronics,13.4,282.1,11180,2024-05-25,TCI Freight
SHP02367,Delhi,Jaipur,Short,FMCG,23.0,283.7,19379,2024-05-25,Western Carriers
SHP02368,Chennai,Bangalore,Short,FMCG,16.3,353.7,15917,2024-05-25,VRL Logistics
SHP02369,Chennai,Bangalore,Short,Electronics,21.0,352.7,20611,2024-05-25,TCI Freight
SHP02370,Chennai,Bangalore,Short,Textiles,20.0,348.6,19026,2024-05-25,Shivam Freight Co
SHP02371,Ahmedabad,Mumbai,Medium,Chemicals,13.6,532.4,17391,2024-05-25,SafeExpress
SHP02372,Ahmedabad,Mumbai,Medium,Electronics,11.6,531.3,14930,2024-05-25,SafeExpress
SHP02373,Ahmedabad,Mumbai,Medium,Chemicals,22.6,530.5,28694,2024-05-25,Western Carriers
SHP02374,Kolkata,Bhubaneswar,Medium,Packaged Foods,22.6,436.9,24674,2024-05-25,TCI Freight
SHP02375,Kolkata,Bhubaneswar,Medium,Chemicals,24.5,436.8,26420,2024-05-25,Western Carriers
SHP02376,Kolkata,Bhubaneswar,Medium,Electronics,19.1,441.7,21191,2024-05-25,Western Carriers
SHP02377,Bangalore,Hyderabad,Medium,Chemicals,22.8,572.3,30808,2024-05-25,Shivam Freight Co
SHP02378,Bangalore,Hyderabad,Medium,FMCG,22.2,573.5,30109,2024-05-25,SafeExpress
SHP02379,Bangalore,Hyderabad,Medium,Packaged Foods,10.4,571.4,14028,2024-05-25,Western Carriers
SHP02380,Mumbai,Delhi,Long,Automobile Parts,16.2,1418.3,47264,2024-05-25,VRL Logistics
SHP02381,Delhi,Kolkata,Long,Automobile Parts,24.6,1508.8,73257,2024-05-25,Shivam Freight Co
SHP02382,Delhi,Kolkata,Long,FMCG,20.5,1508.6,61751,2024-05-25,Om Sai Transport
SHP02383,Delhi,Kolkata,Long,Textiles,21.6,1507.7,64856,2024-05-25,Western Carriers
SHP02384,Mumbai,Pune,Short,Packaged Foods,12.6,152.2,5730,2024-05-26,VRL Logistics
SHP02385,Mumbai,Pune,Short,Steel Coils,18.1,148.8,8122,2024-05-26,VRL Logistics
SHP02386,Delhi,Jaipur,Short,Chemicals,11.4,283.3,9625,2024-05-26,SafeExpress
SHP02387,Chennai,Bangalore,Short,Textiles,22.8,347.6,21907,2024-05-26,SafeExpress
SHP02388,Chennai,Bangalore,Short,Textiles,21.3,353.2,21091,2024-05-26,Shivam Freight Co
SHP02389,Ahmedabad,Mumbai,Medium,Textiles,17.6,528.5,22531,2024-05-26,TCI Freight
SHP02390,Ahmedabad,Mumbai,Medium,Steel Coils,16.0,530.3,20585,2024-05-26,Shivam Freight Co
SHP02391,Ahmedabad,Mumbai,Medium,Automobile Parts,19.0,526.7,24410,2024-05-26,VRL Logistics
SHP02392,Kolkata,Bhubaneswar,Medium,Packaged Foods,16.0,440.3,17582,2024-05-26,Western Carriers
SHP02393,Kolkata,Bhubaneswar,Medium,Chemicals,23.3,442.5,25253,2024-05-26,Shivam Freight Co
SHP02394,Bangalore,Hyderabad,Medium,Electronics,10.6,569.5,14407,2024-05-26,VRL Logistics
SHP02395,Mumbai,Delhi,Long,Steel Coils,24.7,1422.7,70134,2024-05-26,SafeExpress
SHP02396,Delhi,Kolkata,Long,FMCG,14.5,1507.2,44580,2024-05-26,TCI Freight
SHP02397,Mumbai,Pune,Short,Automobile Parts,18.3,149.3,8208,2024-05-27,Om Sai Transport
SHP02398,Mumbai,Pune,Short,Automobile Parts,18.7,152.8,8599,2024-05-27,Western Carriers
SHP02399,Delhi,Jaipur,Short,Steel Coils,14.0,282.4,11507,2024-05-27,VRL Logistics
SHP02400,Delhi,Jaipur,Short,Textiles,11.2,280.3,9226,2024-05-27,Western Carriers
SHP02401,Chennai,Bangalore,Short,Chemicals,11.4,350.6,11016,2024-05-27,Western Carriers
SHP02402,Chennai,Bangalore,Short,Chemicals,14.7,349.8,14127,2024-05-27,Om Sai Transport
SHP02403,Chennai,Bangalore,Short,Chemicals,20.8,351.8,20006,2024-05-27,Om Sai Transport
SHP02404,Ahmedabad,Mumbai,Medium,Chemicals,16.9,532.7,21985,2024-05-27,SafeExpress
SHP02405,Ahmedabad,Mumbai,Medium,Automobile Parts,24.9,526.5,31615,2024-05-27,TCI Freight
SHP02406,Ahmedabad,Mumbai,Medium,Electronics,23.4,531.2,30390,2024-05-27,Om Sai Transport
SHP02407,Kolkata,Bhubaneswar,Medium,Electronics,20.8,436.5,22349,2024-05-27,Shivam Freight Co
SHP02408,Kolkata,Bhubaneswar,Medium,Steel Coils,17.4,441.7,18994,2024-05-27,SafeExpress
SHP02409,Bangalore,Hyderabad,Medium,Steel Coils,20.5,568.5,27490,2024-05-27,TCI Freight
SHP02410,Bangalore,Hyderabad,Medium,FMCG,17.6,572.4,23836,2024-05-27,TCI Freight
SHP02411,Mumbai,Delhi,Long,Electronics,10.1,1418.5,30033,2024-05-27,VRL Logistics
SHP02412,Mumbai,Delhi,Long,Packaged Foods,21.6,1420.7,63292,2024-05-27,TCI Freight
SHP02413,Mumbai,Delhi,Long,Chemicals,12.4,1419.3,36435,2024-05-27,Om Sai Transport
SHP02414,Delhi,Kolkata,Long,Packaged Foods,17.4,1511.2,52688,2024-05-27,Shivam Freight Co
SHP02415,Mumbai,Pune,Short,Automobile Parts,20.3,151.6,9483,2024-05-28,Western Carriers
SHP02416,Mumbai,Pune,Short,Textiles,22.7,149.8,10285,2024-05-28,VRL Logistics
SHP02417,Mumbai,Pune,Short,Packaged Foods,16.5,147.4,7371,2024-05-28,Om Sai Transport
SHP02418,Delhi,Jaipur,Short,Textiles,24.8,277.8,20209,2024-05-28,SafeExpress
SHP02419,Chennai,Bangalore,Short,Chemicals,23.2,348.1,22137,2024-05-28,Shivam Freight Co
SHP02420,Chennai,Bangalore,Short,Chemicals,11.4,351.5,10964,2024-05-28,Shivam Freight Co
SHP02421,Chennai,Bangalore,Short,Chemicals,15.8,346.0,14970,2024-05-28,TCI Freight
SHP02422,Ahmedabad,Mumbai,Medium,Steel Coils,12.8,533.6,16710,2024-05-28,TCI Freight
SHP02423,Kolkata,Bhubaneswar,Medium,Textiles,20.2,436.8,21584,2024-05-28,TCI Freight
SHP02424,Kolkata,Bhubaneswar,Medium,FMCG,16.6,437.4,18134,2024-05-28,Om Sai Transport
SHP02425,Bangalore,Hyderabad,Medium,FMCG,10.6,566.2,14425,2024-05-28,Shivam Freight Co
SHP02426,Bangalore,Hyderabad,Medium,Textiles,14.7,572.5,20077,2024-05-28,Western Carriers
SHP02427,Mumbai,Delhi,Long,Steel Coils,11.5,1417.3,32682,2024-05-28,TCI Freight
SHP02428,Mumbai,Delhi,Long,Chemicals,24.1,1423.4,70317,2024-05-28,SafeExpress
SHP02429,Mumbai,Delhi,Long,Packaged Foods,24.2,1422.3,70011,2024-05-28,VRL Logistics
SHP02430,Delhi,Kolkata,Long,Automobile Parts,22.3,1507.9,65947,2024-05-28,Shivam Freight Co
SHP02431,Mumbai,Pune,Short,FMCG,23.6,152.5,10803,2024-05-29,TCI Freight
SHP02432,Mumbai,Pune,Short,Textiles,17.8,146.8,7833,2024-05-29,TCI Freight
SHP02433,Delhi,Jaipur,Short,Steel Coils,15.9,280.3,13199,2024-05-29,VRL Logistics
SHP02434,Delhi,Jaipur,Short,Electronics,16.7,278.6,13635,2024-05-29,SafeExpress
SHP02435,Delhi,Jaipur,Short,Automobile Parts,15.7,279.2,12960,2024-05-29,Shivam Freight Co
SHP02436,Chennai,Bangalore,Short,FMCG,14.6,350.9,14195,2024-05-29,VRL Logistics
SHP02437,Chennai,Bangalore,Short,Packaged Foods,20.5,352.2,19730,2024-05-29,Om Sai Transport
SHP02438,Ahmedabad,Mumbai,Medium,Steel Coils,21.2,533.1,28244,2024-05-29,Western Carriers
SHP02439,Ahmedabad,Mumbai,Medium,Textiles,10.7,528.5,13903,2024-05-29,SafeExpress
SHP02440,Kolkata,Bhubaneswar,Medium,Electronics,22.4,436.4,24404,2024-05-29,TCI Freight
SHP02441,Kolkata,Bhubaneswar,Medium,Electronics,12.7,440.2,13749,2024-05-29,Shivam Freight Co
SHP02442,Kolkata,Bhubaneswar,Medium,Steel Coils,11.5,443.3,12756,2024-05-29,Western Carriers
SHP02443,Bangalore,Hyderabad,Medium,Packaged Foods,13.1,567.6,17792,2024-05-29,Shivam Freight Co
SHP02444,Bangalore,Hyderabad,Medium,Textiles,13.1,573.4,18000,2024-05-29,Shivam Freight Co
SHP02445,Bangalore,Hyderabad,Medium,Textiles,19.9,573.2,27518,2024-05-29,Om Sai Transport
SHP02446,Mumbai,Delhi,Long,Steel Coils,22.6,1419.0,66108,2024-05-29,TCI Freight
SHP02447,Delhi,Kolkata,Long,Electronics,23.8,1508.1,71441,2024-05-29,Western Carriers
SHP02448,Delhi,Kolkata,Long,Textiles,24.1,1508.5,72303,2024-05-29,SafeExpress
SHP02449,Delhi,Kolkata,Long,Textiles,16.2,1511.5,48350,2024-05-29,Om Sai Transport
SHP02450,Mumbai,Pune,Short,Packaged Foods,10.2,148.0,4613,2024-05-30,Western Carriers
SHP02451,Mumbai,Pune,Short,Packaged Foods,11.9,152.1,5530,2024-05-30,Western Carriers
SHP02452,Delhi,Jaipur,Short,Textiles,17.3,283.2,14095,2024-05-30,Om Sai Transport
SHP02453,Chennai,Bangalore,Short,Textiles,20.7,353.6,20606,2024-05-30,TCI Freight
SHP02454,Chennai,Bangalore,Short,FMCG,22.8,348.3,22067,2024-05-30,Shivam Freight Co
SHP02455,Ahmedabad,Mumbai,Medium,Steel Coils,18.3,533.6,23822,2024-05-30,TCI Freight
SHP02456,Kolkata,Bhubaneswar,Medium,Automobile Parts,11.7,439.8,12937,2024-05-30,Om Sai Transport
SHP02457,Kolkata,Bhubaneswar,Medium,Automobile Parts,20.4,436.7,22418,2024-05-30,TCI Freight
SHP02458,Bangalore,Hyderabad,Medium,Chemicals,19.0,567.1,25372,2024-05-30,Om Sai Transport
SHP02459,Bangalore,Hyderabad,Medium,Packaged Foods,20.9,572.1,28158,2024-05-30,Om Sai Transport
SHP02460,Bangalore,Hyderabad,Medium,Textiles,24.3,568.7,33413,2024-05-30,SafeExpress
SHP02461,Mumbai,Delhi,Long,Chemicals,15.7,1416.5,45648,2024-05-30,Shivam Freight Co
SHP02462,Mumbai,Delhi,Long,Electronics,19.4,1417.8,55436,2024-05-30,SafeExpress
SHP02463,Mumbai,Delhi,Long,Chemicals,16.6,1416.2,48107,2024-05-30,TCI Freight
SHP02464,Delhi,Kolkata,Long,Electronics,24.5,1507.1,72247,2024-05-30,Shivam Freight Co
SHP02465,Mumbai,Pune,Short,Textiles,20.8,146.1,9145,2024-05-31,VRL Logistics
SHP02466,Mumbai,Pune,Short,Packaged Foods,23.5,146.3,10334,2024-05-31,SafeExpress
SHP02467,Mumbai,Pune,Short,Chemicals,10.9,146.0,4741,2024-05-31,Shivam Freight Co
SHP02468,Delhi,Jaipur,Short,FMCG,18.2,276.3,14830,2024-05-31,SafeExpress
SHP02469,Delhi,Jaipur,Short,Chemicals,19.7,283.5,16602,2024-05-31,SafeExpress
SHP02470,Delhi,Jaipur,Short,Chemicals,21.2,279.6,17833,2024-05-31,VRL Logistics
SHP02471,Chennai,Bangalore,Short,Chemicals,23.8,349.6,22503,2024-05-31,VRL Logistics
SHP02472,Chennai,Bangalore,Short,Automobile Parts,14.3,347.8,13687,2024-05-31,VRL Logistics
SHP02473,Chennai,Bangalore,Short,FMCG,15.5,353.1,14743,2024-05-31,VRL Logistics
SHP02474,Ahmedabad,Mumbai,Medium,Automobile Parts,23.2,529.3,29970,2024-05-31,Om Sai Transport
SHP02475,Ahmedabad,Mumbai,Medium,Automobile Parts,15.3,532.7,19945,2024-05-31,SafeExpress
SHP02476,Kolkata,Bhubaneswar,Medium,Textiles,15.8,439.6,17266,2024-05-31,Western Carriers
SHP02477,Kolkata,Bhubaneswar,Medium,Steel Coils,20.8,439.2,22601,2024-05-31,Western Carriers
SHP02478,Bangalore,Hyderabad,Medium,Textiles,20.9,573.6,28658,2024-05-31,SafeExpress
SHP02479,Mumbai,Delhi,Long,Automobile Parts,14.6,1419.0,42416,2024-05-31,Shivam Freight Co
SHP02480,Mumbai,Delhi,Long,FMCG,16.8,1420.3,49604,2024-05-31,TCI Freight
SHP02481,Delhi,Kolkata,Long,Automobile Parts,18.3,1507.7,54422,2024-05-31,TCI Freight
SHP02482,Mumbai,Pune,Short,Steel Coils,13.1,146.2,5742,2024-06-01,VRL Logistics
SHP02483,Mumbai,Pune,Short,Electronics,20.2,153.9,9376,2024-06-01,SafeExpress
SHP02484,Delhi,Jaipur,Short,Electronics,14.7,277.2,11965,2024-06-01,Om Sai Transport
SHP02485,Chennai,Bangalore,Short,Electronics,24.0,348.5,23321,2024-06-01,Western Carriers
